Name,IsBot,PlayerID,Team,TeamID,TeamScore,RoundNumber,Tick,Time,ClockTime,PosX,PosY,PosZ,VelX,VelY,VelZ,ViewDirectionX,ViewDirectionY,KillEvent,KilledBy,Killed,Assisters,Kills,Deaths,Assists,AttackedBy,Attackers,HealthDamageTaken,ArmorDamageTaken,BombPlanted,BombDefused,BombPlantSite,BombDefuseSite,FlashDuration
Green,false,0,CounterTerrorists,3,0,0,4224,66.00,49.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-62.499847,0.000000,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,4224,66.00,49.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.307068,0.960617,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,4288,67.00,48.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-62.499847,0.000000,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,4288,67.00,48.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,132.283630,0.545197,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,4352,68.00,47.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-62.499847,0.000000,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,4352,68.00,47.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,131.168182,0.092010,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,4416,69.00,46.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.320862,-0.356369,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,4416,69.00,46.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-62.499847,0.000000,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,4480,70.00,45.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.015625,-0.792389,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,4480,70.00,45.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-62.499847,0.000000,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,4544,71.00,44.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.351410,-1.181366,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,4544,71.00,44.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-66.679802,-3.025024,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,4608,72.00,43.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,131.218292,-1.517151,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,4608,72.00,43.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-83.812294,4.290161,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,4672,73.00,42.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,132.338562,-1.770508,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,4672,73.00,42.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.684822,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,4736,74.00,41.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.348633,-1.935303,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,4736,74.00,41.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,4800,75.00,40.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.924377,-1.998825,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,4800,75.00,40.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,4864,76.00,39.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,4864,76.00,39.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.878723,-1.960724,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,4928,77.00,38.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.228790,-1.822357,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,4928,77.00,38.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,4992,78.00,37.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,4992,78.00,37.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,132.181335,-1.589584,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,5056,79.00,36.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,5056,79.00,36.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,131.074097,-1.275787,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,5120,80.00,35.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,5120,80.00,35.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.267303,-0.900543,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,5184,81.00,34.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.019775,-0.473450,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,5184,81.00,34.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,5248,82.00,33.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.411133,-0.026093,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,5248,82.00,33.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,5312,83.00,32.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,131.315125,0.428802,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,5312,83.00,32.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,5376,84.00,31.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,132.439148,0.854187,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,5376,84.00,31.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,5440,85.00,30.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.421753,1.240417,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,5440,85.00,30.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,5504,86.00,29.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.947388,1.559372,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,5504,86.00,29.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,5568,87.00,28.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,5568,87.00,28.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.842316,1.803131,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,5632,88.00,27.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,5632,88.00,27.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.143646,1.950760,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,5696,89.00,26.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,132.075562,1.999512,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,5696,89.00,26.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,5760,90.00,25.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.983826,1.945953,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,5760,90.00,25.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,5824,91.00,24.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,5824,91.00,24.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.218872,1.794205,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,5888,92.00,23.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.029022,1.546326,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,5888,92.00,23.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,5952,93.00,22.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.474304,1.224289,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,5952,93.00,22.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,6016,94.00,21.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,131.411591,0.833923,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,6016,94.00,21.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,6080,95.00,20.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,132.540436,0.408203,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,6080,95.00,20.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,6144,96.00,19.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.493164,-0.046356,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,6144,96.00,19.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,6208,97.00,18.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.964203,-0.493011,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,6208,97.00,18.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,6272,98.00,17.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,6272,98.00,17.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.801453,-0.920792,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,6336,99.00,16.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.058167,-1.293304,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,6336,99.00,16.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,6400,100.00,15.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,131.973267,-1.604340,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,6400,100.00,15.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,6464,101.00,14.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.897278,-1.830933,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,6464,101.00,14.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,6528,102.00,13.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.175629,-1.965179,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,6528,102.00,13.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,6592,103.00,12.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.044128,-1.997452,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,6592,103.00,12.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,6656,104.00,11.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,6656,104.00,11.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.544006,-1.929138,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,6720,105.00,10.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,131.513916,-1.760895,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,6720,105.00,10.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,6784,106.00,9.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,132.640015,-1.503754,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,6784,106.00,9.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,6848,107.00,8.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.559753,-1.163864,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,6848,107.00,8.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,6912,108.00,7.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.976562,-0.772125,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,6912,108.00,7.00,-798.784729,-1857.833862,-335.968994,-77.203125,-77.414062,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,6976,109.00,6.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.756470,-0.335419,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,6976,109.00,6.00,-851.665588,-1951.243042,-335.968872,-129.285156,-15.398438,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,7040,110.00,5.00,-1067.365723,-1937.496460,-335.968689,-201.953125,129.671875,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,7040,110.00,5.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,132.969238,0.113297,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,7104,111.00,4.00,-1259.310669,-1793.619873,-335.968750,-179.000000,155.390625,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,7104,111.00,4.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,131.867859,0.564423,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,7168,112.00,3.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.811127,0.978821,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,7168,112.00,3.00,-1161.506958,-1753.882324,-335.968750,145.890625,-151.796875,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,7232,113.00,2.00,-1144.584106,-1850.069214,-335.968750,178.390625,56.023438,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,7232,113.00,2.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.137177,1.348236,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,7296,114.00,1.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.064728,1.643494,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,7296,114.00,1.00,-1153.364624,-1665.120483,-335.968750,-193.195312,56.609375,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,7360,115.00,0.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.615784,1.856354,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,7360,115.00,0.00,-1074.943726,-1642.391113,-335.968750,238.015625,30.812500,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,7424,116.00,0.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,131.613800,1.976501,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,7424,116.00,0.00,-1064.026001,-1682.405273,-335.968750,-86.460938,-172.242188,-512.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,7488,117.00,0.00,-1094.579956,-1793.785767,-335.968750,187.429688,-84.476562,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,7488,117.00,0.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,132.735779,1.993683,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,7552,118.00,0.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.621216,1.908875,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,7552,118.00,0.00,-1058.210083,-1777.616943,-335.968750,160.898438,88.437500,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,7616,119.00,0.00,-1010.583679,-1816.680298,-335.968872,205.542969,3.453125,-0.003906,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,7616,119.00,0.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.983429,1.727936,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,7680,120.00,0.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.704987,1.453979,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,7680,120.00,0.00,-775.379883,-1790.432129,-335.968750,218.707031,28.039062,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,7744,121.00,0.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,132.875854,1.109955,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,7744,121.00,0.00,-743.729187,-1786.378662,-335.968750,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,7808,122.00,0.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,131.764862,0.703125,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,7808,122.00,0.00,-743.729187,-1786.378662,-335.968750,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,7872,123.00,0.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.730103,0.267792,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,7872,123.00,0.00,-743.729187,-1786.378662,-335.968750,0.000000,0.000000,0.000000,-82.657356,3.409882,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,1,7938,124.03,115.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,-6.398438,164.000122,0.000000,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,1,7938,124.03,115.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,-6.398438,131.783752,-0.055267,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,1,8000,125.00,114.03,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.109009,-0.627258,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,1,8000,125.00,114.03,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,164.000122,0.000000,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,1,8064,126.00,113.03,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.691986,-1.040268,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,1,8064,126.00,113.03,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,164.000122,0.000000,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,1,8128,127.00,112.03,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,131.718170,-1.398010,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,1,8128,127.00,112.03,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,164.000122,0.000000,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,1,8192,128.00,111.03,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,132.832275,-1.681595,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,1,8192,128.00,111.03,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,164.000122,0.000000,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,1,8256,129.00,110.03,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.679565,-1.882782,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,1,8256,129.00,110.03,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,164.000122,0.000000,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,1,8320,130.00,109.03,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.984100,-1.985779,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,1,8320,130.00,109.03,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,164.000122,0.000000,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,1,8384,131.00,108.03,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.649353,-1.987488,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,1,8384,131.00,108.03,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,164.000122,0.000000,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,1,8448,132.00,107.03,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,132.782837,-1.887238,false,,,,0,0,0,,,0,0,false,false,,,0.00
